system:index,cropland,d0_B11,d0_B12,d0_B2,d0_B3,d0_B4,d0_B5,d0_B6,d0_B7,d0_B8,d0_B8A,d10_B11,d10_B12,d10_B2,d10_B3,d10_B4,d10_B5,d10_B6,d10_B7,d10_B8,d10_B8A,d11_B11,d11_B12,d11_B2,d11_B3,d11_B4,d11_B5,d11_B6,d11_B7,d11_B8,d11_B8A,d12_B11,d12_B12,d12_B2,d12_B3,d12_B4,d12_B5,d12_B6,d12_B7,d12_B8,d12_B8A,d13_B11,d13_B12,d13_B2,d13_B3,d13_B4,d13_B5,d13_B6,d13_B7,d13_B8,d13_B8A,d14_B11,d14_B12,d14_B2,d14_B3,d14_B4,d14_B5,d14_B6,d14_B7,d14_B8,d14_B8A,d15_B11,d15_B12,d15_B2,d15_B3,d15_B4,d15_B5,d15_B6,d15_B7,d15_B8,d15_B8A,d16_B11,d16_B12,d16_B2,d16_B3,d16_B4,d16_B5,d16_B6,d16_B7,d16_B8,d16_B8A,d17_B11,d17_B12,d17_B2,d17_B3,d17_B4,d17_B5,d17_B6,d17_B7,d17_B8,d17_B8A,d18_B11,d18_B12,d18_B2,d18_B3,d18_B4,d18_B5,d18_B6,d18_B7,d18_B8,d18_B8A,d19_B11,d19_B12,d19_B2,d19_B3,d19_B4,d19_B5,d19_B6,d19_B7,d19_B8,d19_B8A,d1_B11,d1_B12,d1_B2,d1_B3,d1_B4,d1_B5,d1_B6,d1_B7,d1_B8,d1_B8A,d20_B11,d20_B12,d20_B2,d20_B3,d20_B4,d20_B5,d20_B6,d20_B7,d20_B8,d20_B8A,d21_B11,d21_B12,d21_B2,d21_B3,d21_B4,d21_B5,d21_B6,d21_B7,d21_B8,d21_B8A,d22_B11,d22_B12,d22_B2,d22_B3,d22_B4,d22_B5,d22_B6,d22_B7,d22_B8,d22_B8A,d23_B11,d23_B12,d23_B2,d23_B3,d23_B4,d23_B5,d23_B6,d23_B7,d23_B8,d23_B8A,d24_B11,d24_B12,d24_B2,d24_B3,d24_B4,d24_B5,d24_B6,d24_B7,d24_B8,d24_B8A,d25_B11,d25_B12,d25_B2,d25_B3,d25_B4,d25_B5,d25_B6,d25_B7,d25_B8,d25_B8A,d26_B11,d26_B12,d26_B2,d26_B3,d26_B4,d26_B5,d26_B6,d26_B7,d26_B8,d26_B8A,d27_B11,d27_B12,d27_B2,d27_B3,d27_B4,d27_B5,d27_B6,d27_B7,d27_B8,d27_B8A,d28_B11,d28_B12,d28_B2,d28_B3,d28_B4,d28_B5,d28_B6,d28_B7,d28_B8,d28_B8A,d29_B11,d29_B12,d29_B2,d29_B3,d29_B4,d29_B5,d29_B6,d29_B7,d29_B8,d29_B8A,d2_B11,d2_B12,d2_B2,d2_B3,d2_B4,d2_B5,d2_B6,d2_B7,d2_B8,d2_B8A,d30_B11,d30_B12,d30_B2,d30_B3,d30_B4,d30_B5,d30_B6,d30_B7,d30_B8,d30_B8A,d31_B11,d31_B12,d31_B2,d31_B3,d31_B4,d31_B5,d31_B6,d31_B7,d31_B8,d31_B8A,d32_B11,d32_B12,d32_B2,d32_B3,d32_B4,d32_B5,d32_B6,d32_B7,d32_B8,d32_B8A,d33_B11,d33_B12,d33_B2,d33_B3,d33_B4,d33_B5,d33_B6,d33_B7,d33_B8,d33_B8A,d34_B11,d34_B12,d34_B2,d34_B3,d34_B4,d34_B5,d34_B6,d34_B7,d34_B8,d34_B8A,d35_B11,d35_B12,d35_B2,d35_B3,d35_B4,d35_B5,d35_B6,d35_B7,d35_B8,d35_B8A,d3_B11,d3_B12,d3_B2,d3_B3,d3_B4,d3_B5,d3_B6,d3_B7,d3_B8,d3_B8A,d4_B11,d4_B12,d4_B2,d4_B3,d4_B4,d4_B5,d4_B6,d4_B7,d4_B8,d4_B8A,d5_B11,d5_B12,d5_B2,d5_B3,d5_B4,d5_B5,d5_B6,d5_B7,d5_B8,d5_B8A,d6_B11,d6_B12,d6_B2,d6_B3,d6_B4,d6_B5,d6_B6,d6_B7,d6_B8,d6_B8A,d7_B11,d7_B12,d7_B2,d7_B3,d7_B4,d7_B5,d7_B6,d7_B7,d7_B8,d7_B8A,d8_B11,d8_B12,d8_B2,d8_B3,d8_B4,d8_B5,d8_B6,d8_B7,d8_B8,d8_B8A,d9_B11,d9_B12,d9_B2,d9_B3,d9_B4,d9_B5,d9_B6,d9_B7,d9_B8,d9_B8A,.geo
55,41,806.0,375.0,237.0,415.0,236.0,614.0,3045.0,3997.0,4166.0,3990.0,1516.0,764.0,515.0,981.0,622.0,1439.0,4388.0,5393.0,5775.0,5535.0,1593.5,814.5,532.0,1012.5,644.5,1530.0,4459.5,5405.0,5704.0,5512.0,1767.5,963.0,613.0,1111.5,759.0,1667.5,4508.5,5430.0,5580.0,5501.0,1747.0,931.5,567.0,1114.5,708.5,1696.0,4444.5,5272.0,5443.0,5353.5,1800.0,960.0,605.0,1174.0,801.0,1852.0,4365.0,5001.0,5157.0,5213.0,2015.0,1192.0,752.0,1295.0,908.0,1935.0,4417.0,5116.0,5205.0,5271.0,2044.5,1209.0,781.0,1370.5,1005.0,2099.0,4258.5,4833.0,4970.0,5039.5,2144.5,1418.5,853.0,1410.0,1182.0,2131.5,3835.5,4280.5,4198.0,4518.0,3200.0,2140.0,982.0,1467.0,1618.0,2447.0,3301.0,3682.0,3650.0,4069.0,3866.0,2684.0,1059.5,1505.5,1937.0,2593.0,3089.5,3449.0,3503.0,3906.5,842.0,396.0,195.0,360.0,214.0,552.0,3051.0,4010.0,4261.0,4122.0,3952.0,3753.0,1328.0,1722.0,2312.0,2628.0,2666.0,2843.0,2751.0,3001.0,2309.0,1827.5,941.0,1238.0,1661.5,1940.5,1959.0,2120.0,2016.5,2129.5,4251.5,3769.5,1689.0,2165.0,2806.5,3166.5,3195.0,3414.5,3290.5,3507.0,4186.0,3775.0,1827.0,2322.0,2986.0,3287.0,3503.0,3562.0,3624.0,3769.0,2559.5,2349.0,896.0,1172.5,1603.0,1804.0,1852.5,1968.0,1922.5,2061.0,3181.0,2554.5,1091.5,1456.0,1928.5,2287.0,2329.5,2490.5,2398.0,2578.5,2554.5,2261.0,831.0,1105.0,1476.5,1717.0,1770.5,1868.5,1878.0,1977.5,1961.0,1276.0,714.0,998.0,1268.0,1563.0,1658.0,1786.0,1832.0,1861.0,1757.0,1199.0,661.0,950.0,1246.0,1544.0,1778.0,1860.0,2002.0,1947.0,3305.0,2634.0,1156.0,1667.0,2052.0,2523.0,2819.0,2985.0,3037.0,3126.0,860.0,413.0,187.0,407.5,206.0,681.0,3515.5,4594.0,4716.5,4605.0,2447.0,1754.0,802.0,1291.0,1321.0,1969.0,3098.0,3336.0,3389.0,3436.0,1799.0,1152.0,608.0,1025.0,902.0,1558.0,3155.0,3436.0,3495.0,3500.0,1284.0,608.0,345.0,804.0,404.0,1260.0,4015.0,4519.0,4698.0,4553.0,1184.0,530.0,305.0,737.0,332.0,1126.5,4041.5,4648.5,4803.5,4657.0,1209.5,543.0,300.0,744.5,326.5,1171.0,4362.0,5034.0,5228.0,5009.0,1233.0,560.0,292.0,719.0,337.0,1170.0,4305.0,5086.0,5160.0,5080.0,812.0,370.0,218.0,387.0,208.0,604.0,3199.0,4188.0,4456.0,4265.0,850.0,429.0,224.0,444.0,247.0,712.0,3393.0,4393.0,4616.0,4472.0,971.5,473.5,325.5,556.0,336.5,804.5,3504.5,4594.0,4844.0,4663.0,1074.0,541.0,355.0,597.0,344.0,864.0,3611.0,4783.0,5020.0,4849.0,1104.5,546.0,373.0,675.0,402.0,1007.5,3855.5,4937.5,5181.0,5031.0,1335.0,678.0,583.0,867.0,543.0,1224.0,4208.0,5414.0,5499.0,5469.0,1379.0,715.0,456.0,890.0,563.0,1352.0,4206.0,5272.0,5406.0,5289.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
102,36,2127.5,1251.0,442.5,676.0,548.0,1084.0,2993.0,3457.5,3687.5,3705.5,3660.0,2439.0,780.0,1122.5,1289.5,1817.5,3001.0,3364.0,3654.5,3733.0,3368.0,2135.0,700.0,1041.0,1100.0,1683.0,3315.0,3759.0,3998.0,4074.0,3362.5,2223.5,663.0,962.5,1045.5,1553.0,3198.0,3790.5,4039.5,4127.0,4522.5,3248.0,1025.5,1410.0,1800.0,2330.5,2862.0,3197.0,3463.5,3621.0,2806.0,1572.5,412.5,759.0,619.0,1260.0,3758.5,4503.5,4679.5,4748.0,2601.0,1407.0,394.0,688.0,510.0,1113.0,3715.0,4593.0,4703.0,4833.0,4696.0,3331.0,1066.0,1468.0,1878.0,2436.0,3369.0,3706.0,4015.0,4207.0,2780.0,1483.0,352.0,788.0,573.0,1357.0,4122.0,4778.0,4928.0,5042.0,2280.0,1117.0,272.0,578.0,290.0,974.0,4143.0,5054.0,5260.0,5306.0,4570.0,3355.0,897.0,1256.0,1731.0,2260.0,3026.0,3279.0,3488.0,3771.0,2227.0,1312.0,477.0,727.0,538.0,1097.0,3096.0,3666.0,3804.0,3903.0,3031.0,1703.0,379.0,813.0,639.0,1406.0,4084.0,4639.0,4737.0,4922.0,2234.0,1097.0,294.0,546.0,345.0,1020.0,4260.0,5223.0,5207.0,5351.0,4498.0,3013.0,1010.0,1426.0,1823.0,2397.0,3342.0,3633.0,3863.0,4135.0,3700.0,2339.0,775.0,1136.0,1320.0,1935.0,3294.5,3632.0,3877.5,4092.5,2199.0,1118.0,373.0,679.0,443.0,1061.0,3749.0,4571.0,4792.0,4790.0,3743.0,2548.0,779.0,1137.0,1333.0,1901.0,2653.0,3075.0,3316.0,3540.0,3644.0,2530.5,1331.5,1500.5,1623.5,2009.5,2637.5,2950.0,3231.0,3304.0,2761.0,1506.0,617.0,869.0,712.0,1280.0,3550.0,4111.0,4363.0,4355.0,2154.5,1046.5,267.0,576.0,328.5,1006.5,4006.0,4776.0,5099.5,4984.0,2145.0,974.0,304.0,570.0,300.0,1012.0,4306.0,5136.0,5268.0,5386.0,2079.0,1185.0,290.5,574.5,416.5,981.0,3141.0,3686.0,3993.5,3902.5,1831.0,803.0,196.5,469.5,216.0,822.5,3909.0,4759.5,4842.0,4938.0,3825.0,3232.5,2358.0,2458.5,2454.0,2817.5,3474.0,3650.5,3764.0,3806.5,4125.0,3810.0,2484.0,2526.5,2687.5,2872.0,2939.5,3046.0,3175.5,3221.0,2794.0,2633.5,602.5,756.0,986.5,1125.0,1207.0,1322.0,1438.0,1517.0,2701.5,2495.0,546.5,723.0,976.0,1099.0,1217.0,1333.5,1427.5,1502.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2024.5,1046.5,319.0,597.5,374.5,981.5,3134.5,3675.0,3892.0,3932.0,2027.5,1022.5,318.0,578.0,352.5,951.0,3057.5,3570.0,3844.0,3900.0,3454.0,2626.0,593.0,855.0,1068.0,1426.0,1979.0,2165.0,2539.0,2599.0,3585.0,2709.0,664.0,946.0,1187.0,1580.0,1979.0,2165.0,2539.0,2599.0,2654.0,1755.0,474.0,747.0,659.0,1194.0,2665.0,3037.0,3332.0,3339.0,2513.0,1544.0,396.0,692.0,556.0,1109.0,2940.0,3397.0,3655.0,3688.0,2336.0,1361.0,396.0,632.0,495.0,1002.0,3073.0,3659.0,3977.0,3886.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
236,69,1995.0,1839.0,1679.0,1676.0,1737.0,1874.0,1924.0,2044.0,1968.0,2116.0,3358.0,2757.0,823.0,1213.0,1480.0,1789.0,2197.0,2400.0,2624.0,2586.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3142.0,2517.5,696.5,1143.5,1353.5,1728.5,2278.5,2514.5,2631.5,2634.0,3147.0,2392.0,717.5,1159.5,1323.0,1755.0,2577.5,2838.0,2998.0,2997.5,3184.0,2374.0,670.0,1142.0,1261.0,1749.0,2755.0,3089.0,3148.0,3234.0,3120.5,2324.5,660.0,1092.5,1220.0,1658.5,2765.5,3121.0,3267.0,3256.0,3222.0,2423.0,770.5,1169.5,1330.5,1753.0,2772.5,3158.5,3266.5,3299.0,3192.5,2374.5,847.0,1243.5,1382.0,1844.5,2855.0,3209.0,3272.5,3386.0,2962.0,2107.0,705.0,1141.0,1254.0,1756.0,2739.0,3087.0,3237.0,3259.0,3045.5,2280.5,717.0,1121.0,1248.0,1753.0,2708.5,3064.5,3181.0,3236.0,2879.0,2338.0,436.0,746.0,1099.0,1280.0,1424.0,1587.0,1789.0,1769.0,2882.0,2158.0,653.0,1033.5,1154.0,1601.5,2554.5,2926.5,3038.5,3121.5,2905.0,2087.5,2094.5,2210.0,2048.0,2335.0,3063.0,3352.5,3462.5,3460.0,2598.0,1818.5,1707.0,1853.5,1719.5,2070.5,2730.0,3105.5,3093.0,3173.0,2866.0,2102.5,958.5,1215.5,1260.5,1651.5,2542.5,2953.0,3105.0,3110.5,2783.0,2077.0,605.0,930.0,1113.0,1503.0,2409.0,2786.0,2977.0,2983.0,2618.0,1927.5,518.5,842.5,993.5,1412.5,2172.0,2520.0,2668.0,2756.5,2640.0,1967.0,551.0,866.5,1059.5,1448.0,2101.5,2406.5,2630.5,2635.0,2818.0,2065.0,588.0,901.0,1092.0,1575.0,2199.0,2515.0,2759.0,2794.0,2614.0,1955.5,516.5,866.5,1086.0,1509.5,2038.0,2271.5,2515.0,2519.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3397.0,2538.0,1220.0,1469.0,1644.0,2220.0,2817.0,3121.0,3420.0,3467.0,1928.0,1199.0,309.0,521.0,574.0,997.0,1403.0,1592.0,1760.0,1846.0,1856.0,1231.0,214.0,469.0,472.0,917.0,1468.0,1623.0,1856.0,1865.0,2189.0,1583.0,349.0,608.0,698.0,1151.0,1749.0,1985.0,2233.0,2242.0,1972.0,1483.0,270.0,485.0,543.0,933.0,1674.0,1908.0,2147.0,2124.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3183.0,2670.0,636.0,984.0,1254.0,1510.0,1873.0,2045.0,2237.0,2240.0,3174.0,2579.5,647.0,1025.5,1266.5,1549.0,2083.5,2273.0,2544.5,2483.0,2328.0,1653.0,536.0,758.0,912.0,1164.0,1616.0,1810.0,1962.0,1937.0,3059.0,2369.0,629.0,1003.0,1221.0,1513.0,1989.0,2243.0,2406.0,2372.0,3088.0,2511.0,822.0,1135.5,1334.0,1593.5,2060.0,2287.5,2493.0,2433.0,3408.0,2694.0,796.0,1198.0,1496.0,1793.0,2155.0,2346.0,2513.0,2512.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
243,2,4119.5,4020.5,1798.0,2046.0,2247.5,2371.5,2402.5,2488.5,2657.0,2600.0,4364.0,4284.0,1680.0,2025.0,2261.5,2465.5,2585.0,2704.5,2889.5,2859.5,4355.0,4307.5,1725.0,2054.5,2285.5,2471.5,2673.5,2801.0,2984.5,2960.5,4360.0,4244.0,1681.0,1998.0,2257.0,2484.0,2725.0,2857.0,3068.0,3013.0,4392.0,4141.0,1616.0,1993.0,2169.0,2502.0,2899.0,3051.0,3163.0,3278.0,4071.0,3661.0,1418.0,1801.0,1913.0,2280.0,2985.0,3260.0,3424.0,3440.0,3760.0,3202.0,1229.0,1619.0,1643.0,2075.0,3079.0,3448.0,3538.0,3581.0,2951.0,2055.0,733.0,1115.0,914.0,1496.0,3636.0,4292.0,4541.0,4444.0,2439.0,1405.5,500.5,851.0,583.5,1224.0,3864.0,4632.5,4739.0,4722.5,2323.5,1172.5,444.0,790.0,464.5,1157.5,4222.5,5263.5,5351.0,5353.5,2293.0,1093.0,414.0,769.0,449.0,1163.0,4491.0,5827.0,5777.0,5983.0,4210.0,4158.0,1790.0,2050.5,2252.5,2375.5,2397.5,2517.5,2686.0,2655.0,2294.5,1079.0,432.0,809.0,491.5,1245.0,4521.5,5876.0,5870.0,6114.5,2134.0,972.0,441.0,801.0,487.0,1249.0,4438.0,5424.0,5547.0,5668.0,2144.0,988.0,441.0,807.0,540.0,1239.0,4085.0,5070.0,5097.0,5367.0,2036.0,956.0,555.0,834.0,593.0,1283.0,3859.0,4651.0,4781.0,4889.0,1954.0,993.0,555.0,828.0,638.0,1220.0,3517.0,4190.0,4467.0,4482.0,2052.0,1197.0,576.0,821.0,655.0,1202.0,2945.0,3509.0,3738.0,3775.0,2203.5,1340.5,631.5,886.0,810.5,1333.0,2808.0,3362.5,3624.0,3703.0,2827.5,1848.0,908.0,1143.5,1267.0,1788.0,2686.5,3059.0,3370.0,3491.5,3168.0,2071.0,1188.0,1484.0,1857.0,2251.0,2668.0,3003.0,3317.0,3518.0,3676.0,2568.0,930.0,1202.0,1789.0,2294.0,2605.0,2946.0,3344.0,3615.0,3918.0,3863.0,1488.0,1816.5,2027.5,2168.0,2186.5,2333.5,2501.0,2422.0,3577.5,2617.5,859.5,1133.5,1642.0,1995.5,2244.0,2562.0,2880.5,3157.5,3399.0,2924.0,840.0,1112.0,1419.0,1595.0,1684.0,1844.0,2039.0,2170.0,3279.0,3119.0,940.0,1119.0,1357.0,1477.0,1521.0,1635.0,1818.0,1872.0,3279.0,3119.0,940.0,1119.0,1357.0,1477.0,1521.0,1635.0,1818.0,1872.0,3285.0,2992.0,901.0,1136.0,1411.0,1566.0,1572.0,1773.0,1904.0,1963.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4164.0,3918.0,1729.5,2093.0,2347.5,2463.0,2483.5,2618.5,2768.5,2754.0,4474.5,4339.5,1963.0,2338.5,2589.5,2755.5,2771.0,2899.5,3054.0,3011.5,2410.0,1693.0,915.0,1202.0,1274.0,1464.0,1524.0,1651.0,1824.0,1723.0,2403.0,1673.5,1025.5,1294.5,1347.0,1547.0,1596.5,1689.0,1853.0,1808.0,2478.0,1685.0,1099.5,1402.0,1450.0,1655.0,1742.0,1844.5,1965.5,1930.0,3451.5,2565.0,1485.5,1925.0,2127.5,2317.5,2417.0,2534.0,2705.0,2630.0,4309.0,4232.0,1554.0,1902.0,2167.0,2323.0,2401.0,2501.0,2660.0,2725.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
273,24,1215.0,526.0,266.0,440.0,211.0,694.0,3304.0,4545.0,4745.0,4594.0,1288.5,617.5,484.0,649.5,499.5,915.5,2791.0,4104.0,4425.0,4463.0,2853.5,2043.5,995.5,1332.5,1543.5,1944.0,2986.5,3713.5,4047.0,4036.5,4344.0,3367.0,1363.0,1872.0,2507.0,2852.0,2996.0,3258.0,3425.0,3497.0,4445.0,3494.0,1427.0,1982.0,2673.0,2972.0,3212.0,3361.0,3582.0,3645.0,4536.0,3522.0,1475.0,2032.0,2757.0,3082.0,3212.0,3425.0,3686.0,3645.0,4598.0,3821.0,1515.0,2084.0,2787.0,3082.0,3181.0,3425.0,3602.0,3631.0,4464.0,4081.0,1559.0,2136.0,2722.0,3050.0,3100.0,3249.0,3438.0,3433.0,4429.0,4064.0,1573.0,2116.0,2733.0,3046.0,3093.0,3278.0,3348.0,3411.0,4429.0,4064.0,1575.0,2152.0,2776.0,3070.0,3144.0,3286.0,3344.0,3411.0,4413.0,4021.0,1577.0,2132.0,2770.0,3039.0,3144.0,3296.0,3352.0,3440.0,1238.5,558.5,336.0,501.0,276.0,703.5,3227.0,4633.0,4762.0,4717.0,4413.0,4021.0,1577.0,2132.0,2770.0,3039.0,3096.0,3296.0,3352.0,3393.0,4238.5,3782.5,1451.5,2004.0,2603.5,2894.5,2968.0,3121.0,3203.5,3273.0,4258.0,3816.0,1453.0,1983.0,2574.0,2884.0,3011.0,3145.0,3203.0,3343.0,4096.0,3724.0,1389.0,1926.0,2508.0,2815.0,2877.0,3011.0,3146.0,3209.0,4026.0,3640.0,1358.0,1844.0,2408.0,2663.0,2739.0,2880.0,3011.0,3027.0,3843.0,3472.0,1278.0,1787.0,2333.0,2586.0,2643.0,2757.0,2905.0,2935.0,3801.0,3355.0,1278.0,1730.0,2289.0,2542.0,2617.0,2742.0,2860.0,2922.0,3687.0,3240.0,1309.0,1732.0,2240.0,2503.0,2555.0,2713.0,2868.0,2873.0,3576.0,3133.0,1308.0,1720.0,2240.0,2503.0,2555.0,2713.0,2868.0,2873.0,3532.0,3268.0,1086.0,1556.0,2058.0,2335.0,2371.0,2480.0,2564.0,2657.0,1272.0,563.0,224.5,430.0,210.5,674.0,3386.5,4916.5,5182.5,4994.5,3889.5,3671.0,1108.0,1520.0,1999.5,2269.5,2311.5,2484.0,2544.0,2636.0,3721.0,3389.0,1073.0,1525.0,1982.0,2221.0,2297.0,2402.0,2531.0,2595.0,3647.0,3466.0,1193.0,1558.0,1977.0,2169.0,2236.0,2362.0,2546.0,2503.0,2846.0,2543.5,1470.5,1581.5,1802.0,1951.0,2002.0,2125.0,2247.0,2196.0,2304.0,1755.5,1152.5,1254.0,1321.0,1616.5,1718.5,1838.5,1947.5,1955.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1150.0,468.0,260.0,425.5,207.0,621.0,3217.5,4993.5,5094.0,5079.0,1237.5,512.5,204.5,349.0,159.5,553.5,3130.5,5060.0,5228.5,5211.0,1192.0,497.0,195.0,339.0,160.0,563.0,3123.0,4996.0,5496.0,5334.0,1189.0,481.0,158.0,302.0,133.0,480.0,2992.0,4988.0,5534.0,5334.0,1556.0,657.0,371.0,594.0,285.0,850.0,3970.0,5884.0,6313.0,6127.0,1291.0,534.0,299.5,476.5,247.5,720.0,3497.0,5441.5,5807.5,5715.5,1024.0,447.0,275.0,420.0,297.0,651.0,2722.0,4232.0,4554.0,4579.0,"{""type"":""MultiPoint"",""coordinates"":[]}"
303,24,2375.0,2087.5,1200.5,1466.5,1710.0,1822.0,1812.0,1889.5,1962.0,1887.0,2726.0,2387.0,1043.0,1526.5,1883.0,2036.0,2105.5,2174.5,2267.0,2194.0,2782.5,2466.0,1086.5,1562.5,1935.5,2085.0,2129.0,2230.0,2316.5,2243.0,2840.5,2538.0,1121.5,1616.0,2016.5,2146.5,2178.0,2285.5,2403.0,2286.0,2919.5,2587.0,1176.5,1691.0,2079.0,2252.0,2277.5,2351.5,2445.0,2371.5,2983.5,2626.5,1220.5,1737.5,2129.5,2308.5,2327.0,2424.0,2480.5,2424.5,3034.5,2711.5,1270.0,1796.0,2195.0,2361.0,2391.0,2458.0,2523.0,2499.5,3052.0,2711.5,1281.0,1818.0,2214.5,2375.0,2416.0,2507.0,2597.5,2525.0,3108.5,2787.5,1282.5,1846.5,2245.5,2430.0,2449.0,2542.0,2580.0,2540.0,3135.0,2823.5,1267.5,1832.5,2244.0,2454.5,2455.0,2570.5,2572.0,2568.0,3123.5,2823.5,1243.0,1815.5,2213.5,2432.5,2432.0,2551.5,2546.0,2552.0,2016.0,1731.0,790.5,1130.5,1390.0,1490.0,1500.5,1567.0,1659.0,1566.5,3155.5,2825.0,1220.5,1811.5,2212.5,2431.5,2416.0,2558.0,2524.0,2569.0,3119.0,2799.5,1199.0,1791.0,2203.0,2420.0,2412.0,2523.5,2523.0,2532.5,3171.0,2786.5,1202.0,1776.0,2171.0,2421.5,2469.5,2523.5,2522.5,2554.5,3081.5,2764.5,1193.5,1733.5,2163.0,2365.5,2366.5,2463.0,2529.5,2515.5,3039.0,2746.0,1160.5,1711.5,2123.0,2303.0,2323.0,2404.5,2488.5,2423.5,2979.5,2650.0,1158.5,1685.0,2077.5,2263.0,2288.0,2374.0,2418.0,2375.0,2930.0,2553.0,1114.0,1644.0,2032.5,2207.5,2230.0,2310.0,2359.5,2328.5,2338.0,1698.5,905.0,1385.5,1608.5,1899.5,1934.5,2035.0,2099.5,2062.0,3214.5,2613.5,1429.5,1990.0,2198.5,2642.0,2954.5,3074.5,3117.0,3114.0,2873.5,2076.0,1096.5,1696.5,1687.0,2361.0,3467.5,3561.0,3496.5,3595.5,1932.0,1652.5,652.5,984.5,1272.0,1359.5,1398.5,1451.0,1581.0,1498.5,2210.5,1239.5,554.5,1115.5,727.0,1767.0,4138.5,4618.0,4441.5,4621.0,2102.5,990.5,270.5,779.5,376.0,1338.5,4844.0,5389.0,5429.5,5387.5,1944.5,929.0,385.5,713.0,424.0,1186.0,4284.0,5193.5,5271.0,5297.5,1480.5,717.0,209.0,483.5,298.5,906.0,3389.5,4121.0,4195.0,4224.0,1574.5,950.0,351.5,614.5,489.5,1091.5,3238.0,3844.5,3849.5,3873.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2978.5,2623.5,1058.5,1569.0,1950.5,2188.0,2258.0,2380.5,2444.5,2394.0,2981.5,2631.0,1055.0,1556.5,1874.0,2162.5,2333.5,2485.5,2546.0,2476.0,2985.5,2553.0,1055.0,1561.0,1842.5,2164.5,2442.5,2588.5,2714.5,2635.5,2802.0,2422.5,975.5,1462.0,1731.0,2025.5,2308.0,2448.0,2568.0,2495.0,2562.0,2220.0,889.0,1304.0,1589.0,1825.5,2005.5,2124.5,2181.5,2163.5,2652.5,2276.0,956.0,1398.5,1697.0,1899.0,2086.5,2205.0,2262.5,2212.0,2701.0,2300.0,967.0,1449.0,1791.0,1975.0,2123.0,2176.0,2264.0,2204.5,"{""type"":""MultiPoint"",""coordinates"":[]}"
